ruleLabel,rule,trial,primaryClass,tags,steps,gridSize,initialDensity,wrap,finalLive,finalDensity,finalActivity,avgLastDensity,avgLastActivity,finalBoundingBoxArea,avgLastArea,densityTrend,areaTrend,repeatPeriod,centerShift
"Sample 90","B345678/S012368","9","Disordered","","500","100","0.240","true","6254","0.625400","0.727800","0.627655","0.728477","10000","1.000000","0.004238","0.000000","0","0.000277"
"Sample 90","B345678/S012368","10","Disordered","","500","100","0.240","true","6330","0.633000","0.715700","0.628312","0.726901","10000","1.000000","0.004785","0.000000","0","0.000322"
"Sample 91","B013578/S147","1","Disordered","","500","100","0.240","true","4298","0.429800","0.581800","0.433565","0.579715","10000","1.000000","-0.000779","0.000000","0","0.000484"
"Sample 91","B013578/S147","2","Disordered","","500","100","0.240","true","4401","0.440100","0.587200","0.434235","0.580856","10000","1.000000","-0.000930","0.000000","0","0.000319"
"Sample 91","B013578/S147","3","Disordered","","500","100","0.240","true","4302","0.430200","0.583700","0.433861","0.580382","10000","1.000000","-0.001226","0.000000","0","0.000668"
"Sample 91","B013578/S147","4","Disordered","","500","100","0.240","true","4327","0.432700","0.588800","0.434442","0.580628","10000","1.000000","-0.000193","0.000000","0","0.000392"
"Sample 91","B013578/S147","5","Disordered","","500","100","0.240","true","4414","0.441400","0.579700","0.434521","0.579702","10000","1.000000","-0.000822","0.000000","0","0.000750"
"Sample 91","B013578/S147","6","Disordered","","500","100","0.240","true","4350","0.435000","0.571300","0.433637","0.579404","10000","1.000000","-0.001429","0.000000","0","0.000222"
"Sample 91","B013578/S147","7","Disordered","","500","100","0.240","true","4257","0.425700","0.587000","0.433935","0.579878","10000","1.000000","-0.000829","0.000000","0","0.000843"
"Sample 91","B013578/S147","8","Disordered","","500","100","0.240","true","4346","0.434600","0.575900","0.434238","0.579796","10000","1.000000","-0.000560","0.000000","0","0.000128"
"Sample 91","B013578/S147","9","Disordered","","500","100","0.240","true","4376","0.437600","0.578100","0.434573","0.579831","10000","1.000000","0.000328","0.000000","0","0.000430"
"Sample 91","B013578/S147","10","Disordered","","500","100","0.240","true","4327","0.432700","0.576800","0.434205","0.579770","10000","1.000000","-0.001215","0.000000","0","0.000760"
"Sample 92","B127/S14568","1","Disordered","","500","100","0.240","true","4589","0.458900","0.343100","0.455359","0.321608","10000","1.000000","-0.001320","0.000000","0","0.000885"
"Sample 92","B127/S14568","2","Disordered","","500","100","0.240","true","4547","0.454700","0.326500","0.455810","0.322256","10000","1.000000","-0.003190","0.000000","0","0.001792"
"Sample 92","B127/S14568","3","Disordered","","500","100","0.240","true","4647","0.464700","0.315500","0.454808","0.322047","10000","1.000000","-0.003621","0.000000","0","0.001183"
"Sample 92","B127/S14568","4","Disordered","","500","100","0.240","true","4474","0.447400","0.313800","0.455952","0.321450","10000","1.000000","0.002222","0.000000","0","0.001128"
"Sample 92","B127/S14568","5","Disordered","","500","100","0.240","true","4582","0.458200","0.312000","0.454938","0.322102","10000","1.000000","-0.001824","0.000000","0","0.001001"
"Sample 92","B127/S14568","6","Disordered","","500","100","0.240","true","4563","0.456300","0.326800","0.457279","0.319029","10000","1.000000","0.000327","0.000000","0","0.000991"
"Sample 92","B127/S14568","7","Disordered","","500","100","0.240","true","4573","0.457300","0.312100","0.455524","0.321523","10000","1.000000","-0.001579","0.000000","0","0.000348"
"Sample 92","B127/S14568","8","Disordered","","500","100","0.240","true","4514","0.451400","0.311400","0.457749","0.317920","10000","1.000000","0.000257","0.000000","0","0.000500"
"Sample 92","B127/S14568","9","Disordered","","500","100","0.240","true","4492","0.449200","0.339600","0.455356","0.321979","10000","1.000000","-0.002183","0.000000","0","0.001075"
"Sample 92","B127/S14568","10","Disordered","","500","100","0.240","true","4538","0.453800","0.315300","0.455650","0.321951","10000","1.000000","-0.001363","0.000000","0","0.000914"
"Sample 93","B13568/S015678","1","Periodic","","500","100","0.240","true","9858","0.985800","0.000800","0.985800","0.000800","10000","1.000000","0.044977","0.000000","2","0.001337"
"Sample 93","B13568/S015678","2","Frozen","","500","100","0.240","true","9854","0.985400","0.000000","0.985400","0.000000","10000","1.000000","0.047706","0.000000","1","0.001089"
"Sample 93","B13568/S015678","3","Frozen","","500","100","0.240","true","9864","0.986400","0.000000","0.986400","0.000000","10000","1.000000","0.048335","0.000000","1","0.000831"
"Sample 93","B13568/S015678","4","Frozen","","500","100","0.240","true","9862","0.986200","0.000000","0.986200","0.000000","10000","1.000000","0.050122","0.000000","1","0.001948"
"Sample 93","B13568/S015678","5","Frozen","","500","100","0.240","true","9855","0.985500","0.000000","0.985500","0.000000","10000","1.000000","0.047761","0.000000","1","0.000676"
"Sample 93","B13568/S015678","6","Frozen","","500","100","0.240","true","9852","0.985200","0.000000","0.985200","0.000000","10000","1.000000","0.045283","0.000000","1","0.000924"
"Sample 93","B13568/S015678","7","Frozen","","500","100","0.240","true","9828","0.982800","0.000000","0.982800","0.000000","10000","1.000000","0.045614","0.000000","1","0.001557"
"Sample 93","B13568/S015678","8","Frozen","","500","100","0.240","true","9858","0.985800","0.000000","0.985800","0.000000","10000","1.000000","0.047049","0.000000","1","0.000392"
"Sample 93","B13568/S015678","9","Frozen","","500","100","0.240","true","9878","0.987800","0.000000","0.987800","0.000000","10000","1.000000","0.046916","0.000000","1","0.000671"
"Sample 93","B13568/S015678","10","Periodic","","500","100","0.240","true","9824","0.982400","0.000400","0.982400","0.000400","10000","1.000000","0.047338","0.000000","2","0.000251"
"Sample 94","B0235/S0123","1","Periodic","","500","100","0.240","true","32","0.003200","0.974600","0.490575","0.974850","9212","0.960600","0.007802","-0.011384","4","0.015803"
"Sample 94","B0235/S0123","2","Periodic","","500","100","0.240","true","31","0.003100","0.973300","0.489675","0.973050","9024","0.951200","0.009423","-0.016077","4","0.023794"
"Sample 94","B0235/S0123","3","Periodic","","500","100","0.240","true","36","0.003600","0.969800","0.488500","0.969800","9801","0.990050","0.008722","-0.002383","4","0.016850"
"Sample 94","B0235/S0123","4","Periodic","","500","100","0.240","true","42","0.004200","0.967900","0.487950","0.968000","8280","0.914000","0.007548","-0.024254","4","0.064895"
"Sample 94","B0235/S0123","5","Periodic","","500","100","0.240","true","35","0.003500","0.969900","0.488450","0.969900","9207","0.960350","0.008387","-0.010739","2","0.005292"
"Sample 94","B0235/S0123","6","Periodic","","500","100","0.240","true","41","0.004100","0.969800","0.488875","0.970150","9200","0.960000","0.007873","-0.011000","4","0.030529"
"Sample 94","B0235/S0123","7","Periodic","","500","100","0.240","true","32","0.003200","0.974000","0.490275","0.974250","9310","0.965500","0.008043","-0.008742","4","0.039084"
"Sample 94","B0235/S0123","8","Periodic","","500","100","0.240","true","28","0.002800","0.976600","0.491100","0.976600","9200","0.960000","0.008345","-0.014500","2","0.076929"
"Sample 94","B0235/S0123","9","Periodic","","500","100","0.240","true","28","0.002800","0.975600","0.490675","0.975850","8556","0.927800","0.007508","-0.018070","4","0.020650"
"Sample 94","B0235/S0123","10","Periodic","","500","100","0.240","true","43","0.004300","0.966800","0.487575","0.967150","9506","0.975300","0.007743","-0.004725","4","0.008378"
"Sample 95","B568/S0135","1","Frozen","","500","100","0.240","true","1154","0.115400","0.000000","0.115400","0.000000","10000","1.000000","-0.000688","0.000000","1","0.000194"
"Sample 95","B568/S0135","2","Frozen","","500","100","0.240","true","1149","0.114900","0.000000","0.114900","0.000000","10000","1.000000","-0.000589","0.000000","1","0.000164"
"Sample 95","B568/S0135","3","Frozen","","500","100","0.240","true","1177","0.117700","0.000000","0.117700","0.000000","10000","1.000000","-0.000618","0.000000","1","0.000095"
"Sample 95","B568/S0135","4","Frozen","","500","100","0.240","true","1216","0.121600","0.000000","0.121600","0.000000","10000","1.000000","-0.000586","0.000000","1","0.000271"
"Sample 95","B568/S0135","5","Frozen","","500","100","0.240","true","1201","0.120100","0.000000","0.120100","0.000000","10000","1.000000","-0.000623","0.000000","1","0.000180"
"Sample 95","B568/S0135","6","Frozen","","500","100","0.240","true","1154","0.115400","0.000000","0.115400","0.000000","10000","1.000000","-0.000688","0.000000","1","0.000246"
"Sample 95","B568/S0135","7","Frozen","","500","100","0.240","true","1178","0.117800","0.000000","0.117800","0.000000","10000","1.000000","-0.000660","0.000000","1","0.000205"
"Sample 95","B568/S0135","8","Frozen","","500","100","0.240","true","1146","0.114600","0.000000","0.114600","0.000000","10000","1.000000","-0.000775","0.000000","1","0.000150"
"Sample 95","B568/S0135","9","Frozen","","500","100","0.240","true","1194","0.119400","0.000000","0.119400","0.000000","10000","1.000000","-0.000627","0.000000","1","0.000090"
"Sample 95","B568/S0135","10","Frozen","","500","100","0.240","true","1192","0.119200","0.000000","0.119200","0.000000","10000","1.000000","-0.000556","0.000000","1","0.000102"
"Sample 96","B01567/S17","1","Structured Dynamic","","500","100","0.240","true","3408","0.340800","0.557400","0.337129","0.547541","10000","1.000000","-0.000789","0.000000","0","0.000316"
"Sample 96","B01567/S17","2","Structured Dynamic","","500","100","0.240","true","3395","0.339500","0.547800","0.337558","0.547269","10000","1.000000","-0.000705","0.000000","0","0.001160"
"Sample 96","B01567/S17","3","Structured Dynamic","","500","100","0.240","true","3443","0.344300","0.560900","0.337930","0.547083","10000","1.000000","-0.000599","0.000000","0","0.000928"
"Sample 96","B01567/S17","4","Structured Dynamic","","500","100","0.240","true","3478","0.347800","0.542300","0.337810","0.547967","10000","1.000000","-0.000174","0.000000","0","0.000446"
"Sample 96","B01567/S17","5","Structured Dynamic","","500","100","0.240","true","3521","0.352100","0.563400","0.337679","0.547125","10000","1.000000","-0.000347","0.000000","0","0.000642"
"Sample 96","B01567/S17","6","Structured Dynamic","","500","100","0.240","true","3560","0.356000","0.556900","0.337333","0.548526","10000","1.000000","-0.000690","0.000000","0","0.000654"
"Sample 96","B01567/S17","7","Structured Dynamic","","500","100","0.240","true","3454","0.345400","0.557200","0.337047","0.547530","10000","1.000000","-0.000717","0.000000","0","0.000535"
"Sample 96","B01567/S17","8","Structured Dynamic","","500","100","0.240","true","3436","0.343600","0.547200","0.337333","0.547937","10000","1.000000","-0.000565","0.000000","0","0.000686"
"Sample 96","B01567/S17","9","Structured Dynamic","","500","100","0.240","true","3385","0.338500","0.551600","0.338700","0.547207","10000","1.000000","0.000656","0.000000","0","0.000512"
"Sample 96","B01567/S17","10","Structured Dynamic","","500","100","0.240","true","3327","0.332700","0.547500","0.336932","0.547880","10000","1.000000","-0.001050","0.000000","0","0.000527"
"Sample 97","B01357/S0148","1","Disordered","","500","100","0.240","true","4396","0.439600","0.580700","0.433072","0.584551","10000","1.000000","-0.001008","0.000000","0","0.000718"
"Sample 97","B01357/S0148","2","Disordered","","500","100","0.240","true","4416","0.441600","0.592100","0.433680","0.584058","10000","1.000000","-0.000754","0.000000","0","0.000442"
"Sample 97","B01357/S0148","3","Disordered","","500","100","0.240","true","4208","0.420800","0.583900","0.433473","0.584047","10000","1.000000","-0.001248","0.000000","0","0.000169"
"Sample 97","B01357/S0148","4","Disordered","","500","100","0.240","true","4350","0.435000","0.592300","0.432703","0.583235","10000","1.000000","-0.001779","0.000000","0","0.000668"
"Sample 97","B01357/S0148","5","Disordered","","500","100","0.240","true","4277","0.427700","0.586100","0.433400","0.584766","10000","1.000000","-0.000786","0.000000","0","0.000619"
"Sample 97","B01357/S0148","6","Disordered","","500","100","0.240","true","4379","0.437900","0.580400","0.433558","0.584634","10000","1.000000","-0.000862","0.000000","0","0.000536"
"Sample 97","B01357/S0148","7","Disordered","","500","100","0.240","true","4405","0.440500","0.582900","0.432642","0.583098","10000","1.000000","-0.001879","0.000000","0","0.000462"
"Sample 97","B01357/S0148","8","Disordered","","500","100","0.240","true","4263","0.426300","0.585000","0.433170","0.583777","10000","1.000000","-0.001026","0.000000","0","0.000811"
"Sample 97","B01357/S0148","9","Disordered","","500","100","0.240","true","4264","0.426400","0.590000","0.433513","0.584530","10000","1.000000","-0.000797","0.000000","0","0.000441"
"Sample 97","B01357/S0148","10","Disordered","","500","100","0.240","true","4320","0.432000","0.579200","0.433443","0.584502","10000","1.000000","-0.001079","0.000000","0","0.000325"
"Sample 98","B1258/S03678","1","Disordered","","500","100","0.240","true","4118","0.411800","0.533200","0.413906","0.520029","10000","1.000000","-0.001937","0.000000","0","0.000630"
"Sample 98","B1258/S03678","2","Disordered","","500","100","0.240","true","4137","0.413700","0.517400","0.413337","0.520276","10000","1.000000","-0.001843","0.000000","0","0.000617"
"Sample 98","B1258/S03678","3","Disordered","","500","100","0.240","true","4169","0.416900","0.522800","0.413410","0.520609","10000","1.000000","-0.001226","0.000000","0","0.000334"
"Sample 98","B1258/S03678","4","Disordered","","500","100","0.240","true","4077","0.407700","0.516900","0.412822","0.519887","10000","1.000000","-0.001974","0.000000","0","0.000589"
"Sample 98","B1258/S03678","5","Disordered","","500","100","0.240","true","4154","0.415400","0.518500","0.413408","0.519618","10000","1.000000","-0.002033","0.000000","0","0.000822"
"Sample 98","B1258/S03678","6","Disordered","","500","100","0.240","true","4259","0.425900","0.525700","0.413743","0.520853","10000","1.000000","-0.001704","0.000000","0","0.000894"
"Sample 98","B1258/S03678","7","Disordered","","500","100","0.240","true","4127","0.412700","0.527900","0.413451","0.520691","10000","1.000000","-0.001773","0.000000","0","0.000170"
"Sample 98","B1258/S03678","8","Disordered","","500","100","0.240","true","4216","0.421600","0.525600","0.413848","0.520764","10000","1.000000","-0.001432","0.000000","0","0.001028"
"Sample 98","B1258/S03678","9","Disordered","","500","100","0.240","true","4160","0.416000","0.516000","0.412977","0.521221","10000","1.000000","-0.002197","0.000000","0","0.000451"
