ruleLabel,rule,trial,primaryClass,tags,steps,gridSize,initialDensity,wrap,finalLive,finalDensity,finalActivity,avgLastDensity,avgLastActivity,finalBoundingBoxArea,avgLastArea,densityTrend,areaTrend,repeatPeriod,centerShift
"Sample 49","B2/S014678","1","Structured Dynamic","","500","100","0.240","true","3213","0.321300","0.368500","0.318016","0.373118","10000","1.000000","-0.000229","0.000000","0","0.000808"
"Sample 49","B2/S014678","2","Structured Dynamic","","500","100","0.240","true","3185","0.318500","0.383400","0.317498","0.373932","10000","1.000000","0.000030","0.000000","0","0.000550"
"Sample 49","B2/S014678","3","Structured Dynamic","","500","100","0.240","true","3192","0.319200","0.385600","0.317548","0.373389","10000","1.000000","-0.000572","0.000000","0","0.000798"
"Sample 49","B2/S014678","4","Structured Dynamic","","500","100","0.240","true","3180","0.318000","0.373900","0.317322","0.373456","10000","1.000000","-0.000979","0.000000","0","0.000658"
"Sample 49","B2/S014678","5","Structured Dynamic","","500","100","0.240","true","3089","0.308900","0.365800","0.317506","0.373280","10000","1.000000","-0.001093","0.000000","0","0.000501"
"Sample 49","B2/S014678","6","Structured Dynamic","","500","100","0.240","true","3151","0.315100","0.371500","0.316737","0.373654","10000","1.000000","-0.000856","0.000000","0","0.000304"
"Sample 49","B2/S014678","7","Structured Dynamic","","500","100","0.240","true","3083","0.308300","0.361700","0.317291","0.373983","10000","1.000000","-0.000996","0.000000","0","0.000650"
"Sample 49","B2/S014678","8","Structured Dynamic","","500","100","0.240","true","3260","0.326000","0.377700","0.317392","0.373224","10000","1.000000","0.000351","0.000000","0","0.000745"
"Sample 49","B2/S014678","9","Structured Dynamic","","500","100","0.240","true","3155","0.315500","0.371600","0.317604","0.373500","10000","1.000000","0.000017","0.000000","0","0.001066"
"Sample 49","B2/S014678","10","Structured Dynamic","","500","100","0.240","true","3193","0.319300","0.372800","0.317665","0.373853","10000","1.000000","-0.000842","0.000000","0","0.000705"
"Sample 50","B023678/S123578","1","Disordered","","500","100","0.240","true","5365","0.536500","0.439100","0.541513","0.438136","10000","1.000000","-0.001367","0.000000","0","0.000318"
"Sample 50","B023678/S123578","2","Disordered","","500","100","0.240","true","5454","0.545400","0.437900","0.541444","0.437574","10000","1.000000","-0.001687","0.000000","0","0.000455"
"Sample 50","B023678/S123578","3","Disordered","","500","100","0.240","true","5343","0.534300","0.435900","0.541179","0.436864","10000","1.000000","-0.000921","0.000000","0","0.000356"
"Sample 50","B023678/S123578","4","Disordered","","500","100","0.240","true","5387","0.538700","0.438400","0.541862","0.438317","10000","1.000000","-0.001258","0.000000","0","0.000254"
"Sample 50","B023678/S123578","5","Disordered","","500","100","0.240","true","5344","0.534400","0.439000","0.541387","0.438785","10000","1.000000","-0.001808","0.000000","0","0.000627"
"Sample 50","B023678/S123578","6","Disordered","","500","100","0.240","true","5374","0.537400","0.431400","0.542618","0.437713","10000","1.000000","-0.000306","0.000000","0","0.000202"
"Sample 50","B023678/S123578","7","Disordered","","500","100","0.240","true","5410","0.541000","0.429500","0.542020","0.437683","10000","1.000000","-0.000612","0.000000","0","0.000286"
"Sample 50","B023678/S123578","8","Disordered","","500","100","0.240","true","5408","0.540800","0.442600","0.541723","0.437475","10000","1.000000","-0.001538","0.000000","0","0.000426"
"Sample 50","B023678/S123578","9","Disordered","","500","100","0.240","true","5343","0.534300","0.436500","0.540565","0.437678","10000","1.000000","-0.002092","0.000000","0","0.000539"
"Sample 50","B023678/S123578","10","Disordered","","500","100","0.240","true","5457","0.545700","0.432400","0.541558","0.437163","10000","1.000000","-0.001390","0.000000","0","0.000235"
"Sample 51","B12/S023478","1","Disordered","","500","100","0.240","true","4758","0.475800","0.026900","0.476595","0.026392","10000","1.000000","0.003308","0.000000","0","0.000389"
"Sample 51","B12/S023478","2","Disordered","","500","100","0.240","true","4773","0.477300","0.028000","0.477200","0.028698","10000","1.000000","0.003100","0.000000","0","0.000118"
"Sample 51","B12/S023478","3","Periodic","","500","100","0.240","true","4782","0.478200","0.020700","0.478076","0.020295","10000","1.000000","0.003424","0.000000","84","0.000380"
"Sample 51","B12/S023478","4","Disordered","","500","100","0.240","true","4792","0.479200","0.021800","0.479507","0.022159","10000","1.000000","0.003446","0.000000","0","0.000133"
"Sample 51","B12/S023478","5","Disordered","","500","100","0.240","true","4821","0.482100","0.021700","0.482181","0.022176","10000","1.000000","0.003600","0.000000","0","0.000221"
"Sample 51","B12/S023478","6","Disordered","","500","100","0.240","true","4763","0.476300","0.022900","0.476107","0.023075","10000","1.000000","0.003279","0.000000","0","0.000283"
"Sample 51","B12/S023478","7","Disordered","","500","100","0.240","true","4775","0.477500","0.024400","0.477284","0.024645","10000","1.000000","0.003402","0.000000","0","0.000177"
"Sample 51","B12/S023478","8","Periodic","","500","100","0.240","true","4791","0.479100","0.023800","0.478648","0.024624","10000","1.000000","0.003105","0.000000","420","0.000296"
"Sample 51","B12/S023478","9","Disordered","","500","100","0.240","true","4791","0.479100","0.023700","0.479775","0.024028","10000","1.000000","0.003353","0.000000","0","0.000296"
"Sample 51","B12/S023478","10","Periodic","","500","100","0.240","true","4769","0.476900","0.022900","0.477161","0.023422","10000","1.000000","0.003061","0.000000","420","0.000234"
"Sample 52","B12578/S023567","1","Disordered","","500","100","0.240","true","6444","0.644400","0.311700","0.642373","0.313662","10000","1.000000","-0.000876","0.000000","0","0.000449"
"Sample 52","B12578/S023567","2","Disordered","","500","100","0.240","true","6513","0.651300","0.313000","0.641604","0.313221","10000","1.000000","-0.002923","0.000000","0","0.001063"
"Sample 52","B12578/S023567","3","Disordered","","500","100","0.240","true","6437","0.643700","0.317200","0.643827","0.314372","10000","1.000000","0.004118","0.000000","0","0.000538"
"Sample 52","B12578/S023567","4","Disordered","","500","100","0.240","true","6384","0.638400","0.321900","0.642193","0.313949","10000","1.000000","0.000041","0.000000","0","0.001034"
"Sample 52","B12578/S023567","5","Disordered","","500","100","0.240","true","6368","0.636800","0.317400","0.643151","0.313406","10000","1.000000","0.000990","0.000000","0","0.001276"
"Sample 52","B12578/S023567","6","Disordered","","500","100","0.240","true","6370","0.637000","0.305000","0.642941","0.312965","10000","1.000000","-0.000157","0.000000","0","0.000957"
"Sample 52","B12578/S023567","7","Disordered","","500","100","0.240","true","6425","0.642500","0.309000","0.640907","0.313052","10000","1.000000","-0.001137","0.000000","0","0.001037"
"Sample 52","B12578/S023567","8","Disordered","","500","100","0.240","true","6334","0.633400","0.312200","0.642722","0.313406","10000","1.000000","0.000682","0.000000","0","0.000675"
"Sample 52","B12578/S023567","9","Disordered","","500","100","0.240","true","6403","0.640300","0.320000","0.642132","0.314433","10000","1.000000","0.001056","0.000000","0","0.000326"
"Sample 52","B12578/S023567","10","Disordered","","500","100","0.240","true","6342","0.634200","0.320300","0.641791","0.314283","10000","1.000000","-0.001028","0.000000","0","0.000315"
"Sample 53","B0147/S03578","1","Disordered","","500","100","0.240","true","3868","0.386800","0.443800","0.390547","0.443782","10000","1.000000","-0.002552","0.000000","0","0.001007"
"Sample 53","B0147/S03578","2","Disordered","","500","100","0.240","true","3946","0.394600","0.442500","0.391273","0.444393","10000","1.000000","-0.000013","0.000000","0","0.000265"
"Sample 53","B0147/S03578","3","Disordered","","500","100","0.240","true","3912","0.391200","0.444800","0.390931","0.443621","10000","1.000000","-0.001670","0.000000","0","0.000353"
"Sample 53","B0147/S03578","4","Disordered","","500","100","0.240","true","3938","0.393800","0.446300","0.391908","0.444345","10000","1.000000","-0.001754","0.000000","0","0.001063"
"Sample 53","B0147/S03578","5","Disordered","","500","100","0.240","true","3897","0.389700","0.441200","0.391308","0.444462","10000","1.000000","-0.000744","0.000000","0","0.001610"
"Sample 53","B0147/S03578","6","Disordered","","500","100","0.240","true","3939","0.393900","0.443500","0.390628","0.443550","10000","1.000000","-0.002267","0.000000","0","0.000472"
"Sample 53","B0147/S03578","7","Disordered","","500","100","0.240","true","3892","0.389200","0.441700","0.391022","0.444233","10000","1.000000","-0.000585","0.000000","0","0.000658"
"Sample 53","B0147/S03578","8","Disordered","","500","100","0.240","true","3849","0.384900","0.439200","0.391185","0.444729","10000","1.000000","-0.001255","0.000000","0","0.000215"
"Sample 53","B0147/S03578","9","Disordered","","500","100","0.240","true","3917","0.391700","0.454300","0.391034","0.444354","10000","1.000000","-0.000192","0.000000","0","0.000559"
"Sample 53","B0147/S03578","10","Disordered","","500","100","0.240","true","3874","0.387400","0.442100","0.392472","0.444365","10000","1.000000","0.000013","0.000000","0","0.000401"
"Sample 54","B12467/S024567","1","Expanding","","500","100","0.240","true","7678","0.767800","0.162700","0.762222","0.181616","10000","1.000000","0.010795","0.000000","0","0.001143"
"Sample 54","B12467/S024567","2","Expanding","","500","100","0.240","true","7574","0.757400","0.192500","0.763911","0.171700","10000","1.000000","0.012649","0.000000","0","0.001661"
"Sample 54","B12467/S024567","3","Expanding","","500","100","0.240","true","7681","0.768100","0.180900","0.761455","0.173003","10000","1.000000","0.010910","0.000000","0","0.001052"
"Sample 54","B12467/S024567","4","Expanding","","500","100","0.240","true","7686","0.768600","0.182200","0.760388","0.185701","10000","1.000000","0.009565","0.000000","0","0.002101"
"Sample 54","B12467/S024567","5","Expanding","","500","100","0.240","true","7688","0.768800","0.163400","0.765658","0.166667","10000","1.000000","0.014147","0.000000","0","0.001700"
"Sample 54","B12467/S024567","6","Expanding","","500","100","0.240","true","7652","0.765200","0.176100","0.762416","0.175401","10000","1.000000","0.012657","0.000000","0","0.000695"
"Sample 54","B12467/S024567","7","Expanding","","500","100","0.240","true","7684","0.768400","0.173500","0.763794","0.168017","10000","1.000000","0.014028","0.000000","0","0.001219"
"Sample 54","B12467/S024567","8","Expanding","","500","100","0.240","true","7583","0.758300","0.166600","0.761934","0.169621","10000","1.000000","0.010860","0.000000","0","0.000307"
"Sample 54","B12467/S024567","9","Expanding","","500","100","0.240","true","7689","0.768900","0.181600","0.759085","0.189933","10000","1.000000","0.008726","0.000000","0","0.001089"
"Sample 54","B12467/S024567","10","Expanding","","500","100","0.240","true","7714","0.771400","0.156200","0.763295","0.168973","10000","1.000000","0.011781","0.000000","0","0.001789"
"Sample 55","B123457/S23467","1","Expanding","","500","100","0.240","true","6809","0.680900","0.443300","0.685701","0.439562","10000","1.000000","-0.000977","0.000000","0","0.000232"
"Sample 55","B123457/S23467","2","Expanding","","500","100","0.240","true","6854","0.685400","0.440100","0.685736","0.439729","10000","1.000000","-0.001052","0.000000","0","0.000150"
"Sample 55","B123457/S23467","3","Expanding","","500","100","0.240","true","6877","0.687700","0.435900","0.686120","0.438942","10000","1.000000","-0.000605","0.000000","0","0.000432"
"Sample 55","B123457/S23467","4","Expanding","","500","100","0.240","true","6941","0.694100","0.437500","0.686046","0.439444","10000","1.000000","-0.000400","0.000000","0","0.000276"
"Sample 55","B123457/S23467","5","Expanding","","500","100","0.240","true","6893","0.689300","0.443200","0.685473","0.440157","10000","1.000000","-0.001061","0.000000","0","0.000531"
"Sample 55","B123457/S23467","6","Expanding","","500","100","0.240","true","6825","0.682500","0.448000","0.685676","0.439744","10000","1.000000","-0.000997","0.000000","0","0.000211"
"Sample 55","B123457/S23467","7","Expanding","","500","100","0.240","true","6835","0.683500","0.433400","0.685898","0.439868","10000","1.000000","-0.000205","0.000000","0","0.000176"
"Sample 55","B123457/S23467","8","Expanding","","500","100","0.240","true","6954","0.695400","0.437300","0.685972","0.439473","10000","1.000000","-0.000731","0.000000","0","0.000103"
"Sample 55","B123457/S23467","9","Expanding","","500","100","0.240","true","6775","0.677500","0.442200","0.685746","0.440167","10000","1.000000","-0.001113","0.000000","0","0.000098"
"Sample 55","B123457/S23467","10","Expanding","","500","100","0.240","true","6900","0.690000","0.447800","0.686180","0.439020","10000","1.000000","-0.000776","0.000000","0","0.000440"
"Sample 56","B13568/S1468","1","Disordered","","500","100","0.240","true","4954","0.495400","0.586700","0.500970","0.584724","10000","1.000000","0.003322","0.000000","0","0.000506"
"Sample 56","B13568/S1468","2","Disordered","","500","100","0.240","true","5037","0.503700","0.579800","0.499962","0.585268","10000","1.000000","-0.000211","0.000000","0","0.000939"
"Sample 56","B13568/S1468","3","Disordered","","500","100","0.240","true","4977","0.497700","0.592000","0.499669","0.585176","10000","1.000000","0.000588","0.000000","0","0.000629"
"Sample 56","B13568/S1468","4","Disordered","","500","100","0.240","true","4966","0.496600","0.584200","0.498609","0.584520","10000","1.000000","-0.001037","0.000000","0","0.000267"
"Sample 56","B13568/S1468","5","Disordered","","500","100","0.240","true","4986","0.498600","0.592600","0.500250","0.585913","10000","1.000000","0.001200","0.000000","0","0.001633"
"Sample 56","B13568/S1468","6","Disordered","","500","100","0.240","true","4990","0.499000","0.579600","0.499261","0.585443","10000","1.000000","-0.000247","0.000000","0","0.001060"
"Sample 56","B13568/S1468","7","Disordered","","500","100","0.240","true","5009","0.500900","0.583900","0.498618","0.585164","10000","1.000000","-0.000483","0.000000","0","0.000700"
"Sample 56","B13568/S1468","8","Disordered","","500","100","0.240","true","5047","0.504700","0.581600","0.499286","0.585014","10000","1.000000","-0.000540","0.000000","0","0.000768"
"Sample 56","B13568/S1468","9","Disordered","","500","100","0.240","true","4986","0.498600","0.578400","0.499373","0.583627","10000","1.000000","-0.000312","0.000000","0","0.000317"
"Sample 56","B13568/S1468","10","Disordered","","500","100","0.240","true","4963","0.496300","0.580100","0.500096","0.584530","10000","1.000000","0.001295","0.000000","0","0.000485"
"Sample 57","B01368/S13568","1","Disordered","","500","100","0.240","true","4814","0.481400","0.401000","0.477526","0.404407","10000","1.000000","-0.002951","0.000000","0","0.000665"
"Sample 57","B01368/S13568","2","Disordered","","500","100","0.240","true","4721","0.472100","0.401900","0.478264","0.404302","10000","1.000000","-0.002142","0.000000","0","0.000711"
"Sample 57","B01368/S13568","3","Disordered","","500","100","0.240","true","4794","0.479400","0.393600","0.477924","0.404250","10000","1.000000","-0.002055","0.000000","0","0.000601"
"Sample 57","B01368/S13568","4","Disordered","","500","100","0.240","true","4787","0.478700","0.400500","0.478065","0.403482","10000","1.000000","-0.001801","0.000000","0","0.001072"
"Sample 57","B01368/S13568","5","Disordered","","500","100","0.240","true","4698","0.469800","0.397800","0.478586","0.404242","10000","1.000000","0.000074","0.000000","0","0.000632"
"Sample 57","B01368/S13568","6","Disordered","","500","100","0.240","true","4814","0.481400","0.408400","0.477748","0.404459","10000","1.000000","-0.001944","0.000000","0","0.000246"
"Sample 57","B01368/S13568","7","Disordered","","500","100","0.240","true","4707","0.470700","0.410400","0.478363","0.403532","10000","1.000000","-0.001733","0.000000","0","0.000829"
"Sample 57","B01368/S13568","8","Disordered","","500","100","0.240","true","4727","0.472700","0.393800","0.478319","0.403929","10000","1.000000","-0.001241","0.000000","0","0.000290"
"Sample 57","B01368/S13568","9","Disordered","","500","100","0.240","true","4792","0.479200","0.401000","0.478913","0.403065","10000","1.000000","0.000510","0.000000","0","0.000613"
"Sample 57","B01368/S13568","10","Disordered","","500","100","0.240","true","4765","0.476500","0.411200","0.479100","0.403419","10000","1.000000","-0.001367","0.000000","0","0.002016"
"Sample 58","B148/S0368","1","Structured Dynamic","","500","100","0.240","true","3324","0.332400","0.449700","0.330067","0.445270","10000","1.000000","0.001739","0.000000","0","0.000986"
"Sample 58","B148/S0368","2","Structured Dynamic","","500","100","0.240","true","3278","0.327800","0.446500","0.327796","0.443411","10000","1.000000","-0.001829","0.000000","0","0.000724"
"Sample 58","B148/S0368","3","Structured Dynamic","","500","100","0.240","true","3283","0.328300","0.443400","0.329294","0.444451","10000","1.000000","-0.000352","0.000000","0","0.000390"
"Sample 58","B148/S0368","4","Structured Dynamic","","500","100","0.240","true","3295","0.329500","0.441900","0.327735","0.443542","10000","1.000000","-0.001467","0.000000","0","0.000634"
"Sample 58","B148/S0368","5","Structured Dynamic","","500","100","0.240","true","3234","0.323400","0.446400","0.328834","0.444672","10000","1.000000","0.000627","0.000000","0","0.000333"
"Sample 58","B148/S0368","6","Structured Dynamic","","500","100","0.240","true","3241","0.324100","0.441200","0.328909","0.444876","10000","1.000000","-0.000030","0.000000","0","0.000257"
"Sample 58","B148/S0368","7","Structured Dynamic","","500","100","0.240","true","3277","0.327700","0.448800","0.328719","0.443952","10000","1.000000","0.000091","0.000000","0","0.000999"
"Sample 58","B148/S0368","8","Structured Dynamic","","500","100","0.240","true","3384","0.338400","0.445900","0.329269","0.444327","10000","1.000000","0.000467","0.000000","0","0.000841"
"Sample 58","B148/S0368","9","Structured Dynamic","","500","100","0.240","true","3274","0.327400","0.444000","0.328529","0.443463","10000","1.000000","-0.000615","0.000000","0","0.000913"
"Sample 58","B148/S0368","10","Structured Dynamic","","500","100","0.240","true","3276","0.327600","0.433800","0.328408","0.443611","10000","1.000000","-0.000195","0.000000","0","0.000164"
"Sample 59","B01236/S012578","1","Disordered","","500","100","0.240","true","5115","0.511500","0.524000","0.522928","0.527764","10000","1.000000","-0.009322","0.000000","0","0.000307"
"Sample 59","B01236/S012578","2","Disordered","","500","100","0.240","true","5163","0.516300","0.522300","0.523446","0.527390","10000","1.000000","-0.009655","0.000000","0","0.000902"
"Sample 59","B01236/S012578","3","Disordered","","500","100","0.240","true","5396","0.539600","0.538600","0.523632","0.527287","10000","1.000000","-0.009317","0.000000","0","0.001341"
"Sample 59","B01236/S012578","4","Disordered","","500","100","0.240","true","5231","0.523100","0.524600","0.523681","0.527252","10000","1.000000","-0.008984","0.000000","0","0.000131"
"Sample 59","B01236/S012578","5","Disordered","","500","100","0.240","true","5445","0.544500","0.530500","0.523817","0.527424","10000","1.000000","-0.008240","0.000000","0","0.000482"
"Sample 59","B01236/S012578","6","Disordered","","500","100","0.240","true","5250","0.525000","0.531800","0.523606","0.526843","10000","1.000000","-0.009243","0.000000","0","0.000754"
"Sample 59","B01236/S012578","7","Disordered","","500","100","0.240","true","5285","0.528500","0.530800","0.523648","0.527166","10000","1.000000","-0.007898","0.000000","0","0.000519"
"Sample 59","B01236/S012578","8","Disordered","","500","100","0.240","true","5011","0.501100","0.531000","0.523272","0.528013","10000","1.000000","-0.008755","0.000000","0","0.000469"
"Sample 59","B01236/S012578","9","Disordered","","500","100","0.240","true","5290","0.529000","0.507300","0.523908","0.527443","10000","1.000000","-0.008770","0.000000","0","0.000420"
"Sample 59","B01236/S012578","10","Disordered","","500","100","0.240","true","5220","0.522000","0.514300","0.523284","0.526379","10000","1.000000","-0.010142","0.000000","0","0.000874"
"Sample 60","B348/S023468","1","Disordered","","500","100","0.240","true","5642","0.564200","0.337600","0.550997","0.339263","10000","1.000000","0.003354","0.000000","0","0.000681"
"Sample 60","B348/S023468","2","Disordered","","500","100","0.240","true","5462","0.546200","0.348400","0.551660","0.342615","10000","1.000000","0.004080","0.000000","0","0.000393"
"Sample 60","B348/S023468","3","Disordered","","500","100","0.240","true","5547","0.554700","0.352400","0.552292","0.346071","10000","1.000000","0.005545","0.000000","0","0.000284"
"Sample 60","B348/S023468","4","Disordered","","500","100","0.240","true","5509","0.550900","0.338900","0.550824","0.342473","10000","1.000000","0.003329","0.000000","0","0.000330"
"Sample 60","B348/S023468","5","Disordered","","500","100","0.240","true","5426","0.542600","0.334500","0.550830","0.341049","10000","1.000000","0.003947","0.000000","0","0.000808"
"Sample 60","B348/S023468","6","Disordered","","500","100","0.240","true","5540","0.554000","0.347500","0.551325","0.345898","10000","1.000000","0.004605","0.000000","0","0.000674"
"Sample 60","B348/S023468","7","Disordered","","500","100","0.240","true","5522","0.552200","0.326400","0.550772","0.340335","10000","1.000000","0.003660","0.000000","0","0.000701"
"Sample 60","B348/S023468","8","Disordered","","500","100","0.240","true","5519","0.551900","0.344600","0.550245","0.340804","10000","1.000000","0.002747","0.000000","0","0.000453"
"Sample 60","B348/S023468","9","Disordered","","500","100","0.240","true","5557","0.555700","0.336100","0.550753","0.338149","10000","1.000000","0.003650","0.000000","0","0.000570"
"Sample 60","B348/S023468","10","Disordered","","500","100","0.240","true","5534","0.553400","0.339000","0.550861","0.340320","10000","1.000000","0.004165","0.000000","0","0.000503"
"Sample 61","B1457/S01567","1","Disordered","","500","100","0.240","true","4206","0.420600","0.519400","0.431580","0.531073","10000","1.000000","0.009968","0.000000","0","0.001328"
"Sample 61","B1457/S01567","2","Disordered","","500","100","0.240","true","4407","0.440700","0.532200","0.428947","0.528948","10000","1.000000","0.008641","0.000000","0","0.002342"
"Sample 61","B1457/S01567","3","Disordered","","500","100","0.240","true","4336","0.433600","0.527400","0.430423","0.530521","10000","1.000000","0.010498","0.000000","0","0.007972"
"Sample 61","B1457/S01567","4","Disordered","","500","100","0.240","true","4311","0.431100","0.544500","0.422809","0.533681","10000","1.000000","0.000142","0.000000","0","0.003507"
"Sample 61","B1457/S01567","5","Disordered","","500","100","0.240","true","4453","0.445300","0.525200","0.435264","0.531886","10000","1.000000","0.018145","0.000000","0","0.002139"
"Sample 61","B1457/S01567","6","Disordered","","500","100","0.240","true","4228","0.422800","0.523000","0.430238","0.529378","10000","1.000000","0.008499","0.000000","0","0.003699"
"Sample 61","B1457/S01567","7","Disordered","","500","100","0.240","true","4329","0.432900","0.518000","0.427654","0.531019","10000","1.000000","0.008004","0.000000","0","0.001370"
"Sample 61","B1457/S01567","8","Disordered","","500","100","0.240","true","4314","0.431400","0.537000","0.435433","0.531363","10000","1.000000","0.014640","0.000000","0","0.004161"
"Sample 61","B1457/S01567","9","Disordered","","500","100","0.240","true","4451","0.445100","0.523600","0.434270","0.529510","10000","1.000000","0.011883","0.000000","0","0.004040"
"Sample 61","B1457/S01567","10","Disordered","","500","100","0.240","true","4183","0.418300","0.548800","0.426187","0.531665","10000","1.000000","0.004843","0.000000","0","0.000941"
"Sample 62","B237/S0134567","1","Periodic","","500","100","0.240","true","7051","0.705100","0.016200","0.704515","0.016233","10000","1.000000","0.001596","0.000000","6","0.000068"
"Sample 62","B237/S0134567","2","Periodic","","500","100","0.240","true","7025","0.702500","0.016300","0.702106","0.016425","10000","1.000000","0.001191","0.000000","84","0.000164"
"Sample 62","B237/S0134567","3","Periodic","","500","100","0.240","true","7058","0.705800","0.014400","0.704805","0.015258","10000","1.000000","0.001614","0.000000","6","0.000092"
"Sample 62","B237/S0134567","4","Periodic","","500","100","0.240","true","7042","0.704200","0.016000","0.704914","0.015478","10000","1.000000","0.001448","0.000000","84","0.000043"
"Sample 62","B237/S0134567","5","Periodic","","500","100","0.240","true","7033","0.703300","0.015600","0.703442","0.015236","10000","1.000000","0.001290","0.000000","12","0.000038"
"Sample 62","B237/S0134567","6","Periodic","","500","100","0.240","true","7001","0.700100","0.014800","0.699581","0.015048","10000","1.000000","0.001340","0.000000","12","0.000058"
"Sample 62","B237/S0134567","7","Periodic","","500","100","0.240","true","7016","0.701600","0.017000","0.701468","0.016985","10000","1.000000","0.001348","0.000000","12","0.000092"
"Sample 62","B237/S0134567","8","Periodic","","500","100","0.240","true","7064","0.706400","0.017700","0.705965","0.017569","10000","1.000000","0.001462","0.000000","12","0.000062"
"Sample 62","B237/S0134567","9","Periodic","","500","100","0.240","true","6990","0.699000","0.016500","0.700505","0.016716","10000","1.000000","0.001523","0.000000","12","0.000089"
"Sample 62","B237/S0134567","10","Periodic","","500","100","0.240","true","7048","0.704800","0.020000","0.706163","0.019565","10000","1.000000","0.001656","0.000000","12","0.000176"
"Sample 63","B014568/S2467","1","Expanding","","500","100","0.240","true","6543","0.654300","0.516700","0.656284","0.510761","10000","1.000000","0.004725","0.000000","0","0.000319"
"Sample 63","B014568/S2467","2","Expanding","","500","100","0.240","true","6587","0.658700","0.502700","0.656253","0.511226","10000","1.000000","0.005427","0.000000","0","0.000119"
"Sample 63","B014568/S2467","3","Expanding","","500","100","0.240","true","6469","0.646900","0.516300","0.655532","0.511173","10000","1.000000","0.003045","0.000000","0","0.000690"
"Sample 63","B014568/S2467","4","Expanding","","500","100","0.240","true","6440","0.644000","0.514100","0.654952","0.512525","10000","1.000000","0.003040","0.000000","0","0.000410"
"Sample 63","B014568/S2467","5","Expanding","","500","100","0.240","true","6532","0.653200","0.512100","0.654934","0.512347","10000","1.000000","0.003333","0.000000","0","0.000249"
"Sample 63","B014568/S2467","6","Expanding","","500","100","0.240","true","6591","0.659100","0.503200","0.655934","0.511005","10000","1.000000","0.003305","0.000000","0","0.000090"
"Sample 63","B014568/S2467","7","Expanding","","500","100","0.240","true","6519","0.651900","0.515700","0.656158","0.510512","10000","1.000000","0.003874","0.000000","0","0.000155"
"Sample 63","B014568/S2467","8","Expanding","","500","100","0.240","true","6513","0.651300","0.508300","0.654660","0.512051","10000","1.000000","0.003741","0.000000","0","0.000225"
"Sample 63","B014568/S2467","9","Expanding","","500","100","0.240","true","6558","0.655800","0.512200","0.655236","0.512437","10000","1.000000","0.004571","0.000000","0","0.001221"
"Sample 63","B014568/S2467","10","Expanding","","500","100","0.240","true","6576","0.657600","0.508000","0.655143","0.513354","10000","1.000000","0.003238","0.000000","0","0.000580"
"Sample 64","B0123578/S0145","1","Periodic","","500","100","0.240","true","168","0.016800","0.992700","0.501750","0.994300","10000","1.000000","-0.002460","0.000000","8","0.040757"
"Sample 64","B0123578/S0145","2","Periodic","","500","100","0.240","true","87","0.008700","0.997600","0.500450","0.998100","9700","0.985000","-0.002069","-0.004700","8","0.023751"
"Sample 64","B0123578/S0145","3","Periodic","","500","100","0.240","true","99","0.009900","0.997000","0.500500","0.998000","9500","0.975000","-0.002957","-0.019500","4","0.029019"
"Sample 64","B0123578/S0145","4","Periodic","","500","100","0.240","true","112","0.011200","0.995900","0.501050","0.996900","9700","0.985000","-0.002178","-0.008100","4","0.032982"
"Sample 64","B0123578/S0145","5","Periodic","","500","100","0.240","true","160","0.016000","0.994200","0.500950","0.995900","9600","0.980000","-0.001690","-0.005200","8","0.011434"
"Sample 64","B0123578/S0145","6","Periodic","","500","100","0.240","true","115","0.011500","0.995900","0.501250","0.996700","9600","0.980000","-0.002235","-0.007600","4","0.065067"
"Sample 64","B0123578/S0145","7","Periodic","","500","100","0.240","true","116","0.011600","0.995800","0.500900","0.997006","7396","0.869800","-0.003081","-0.051681","12","0.065133"
"Sample 64","B0123578/S0145","8","Periodic","","500","100","0.240","true","148","0.014800","0.995000","0.501300","0.995800","9600","0.980000","-0.002204","-0.007500","8","0.022769"
"Sample 64","B0123578/S0145","9","Periodic","","500","100","0.240","true","112","0.011200","0.998200","0.500546","0.998100","9300","0.965000","-0.003317","-0.025500","24","0.067795"
"Sample 64","B0123578/S0145","10","Periodic","","500","100","0.240","true","123","0.012300","0.995600","0.500996","0.996600","8100","0.905000","-0.002723","-0.056700","12","0.013676"
"Sample 65","B1268/S34","1","Disordered","","500","100","0.240","true","4059","0.405900","0.429500","0.411327","0.426534","10000","1.000000","-0.001670","0.000000","0","0.000370"
"Sample 65","B1268/S34","2","Disordered","","500","100","0.240","true","4067","0.406700","0.419900","0.412137","0.424197","10000","1.000000","-0.001315","0.000000","0","0.000356"
"Sample 65","B1268/S34","3","Disordered","","500","100","0.240","true","4106","0.410600","0.428500","0.411502","0.426035","10000","1.000000","-0.001469","0.000000","0","0.000278"
"Sample 65","B1268/S34","4","Disordered","","500","100","0.240","true","4165","0.416500","0.428100","0.412242","0.422885","10000","1.000000","-0.000205","0.000000","0","0.000653"
"Sample 65","B1268/S34","5","Disordered","","500","100","0.240","true","4232","0.423200","0.428400","0.411633","0.424932","10000","1.000000","-0.000753","0.000000","0","0.000145"
"Sample 65","B1268/S34","6","Disordered","","500","100","0.240","true","4238","0.423800","0.432500","0.411951","0.425807","10000","1.000000","-0.000740","0.000000","0","0.000302"
"Sample 65","B1268/S34","7","Disordered","","500","100","0.240","true","4011","0.401100","0.417800","0.411817","0.426267","10000","1.000000","-0.000939","0.000000","0","0.000385"
